year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
0.14872109501938147,1.6701979902010546,-0.9129123917863065,0.28577051538568377,0.2465101355674034,-0.6936925408705513,0.983696838843111,-0.31379160929411876,-0.41070200287571756,-0.4180667236339344
0.14872109501938147,1.0891204521319648,-0.9129123917863065,0.28577051538568377,0.2465101355674034,0.6466452781162656,0.3802897616536342,0.2615251203437954,0.8194161799144588,-0.4180667236339344
-1.8082567131736027,1.544867540813604,1.0767800905272165,0.28577051538568377,0.2465101355674034,1.9869830971030826,-0.5381705682276944,0.25922385342524373,-0.2440193222808427,-0.4180667236339344
-0.8297678090771107,1.2486319331705387,-0.9129123917863065,0.28577051538568377,0.2465101355674034,-0.6936925408705513,0.8768991260662127,0.02679589465152643,0.2560287195037819,-0.4180667236339344
-1.5636344871494796,1.0891204521319648,1.0767800905272165,0.28577051538568377,0.2465101355674034,-0.6936925408705513,-0.9653614193352883,-0.19872826336653593,0.18102151323608837,-0.4180667236339344
0.8825877730917505,-0.6199311304241816,1.0767800905272165,0.28577051538568377,0.2465101355674034,-0.6936925408705513,0.11329547971138765,-0.43115622214025323,-0.08317053550678846,-0.4180667236339344
-1.5636344871494796,2.342424946006472,0.08193384937045503,0.28577051538568377,0.2465101355674034,-0.6936925408705513,-0.6449682810045926,-0.7441285230632785,-1.0982680603295765,-0.4180667236339344
-3.031367843294218,-1.5314253077874598,1.0767800905272165,0.28577051538568377,0.2465101355674034,0.6466452781162656,-0.9653614193352883,-1.3539642564794676,-1.9525167983783103,-1.4669790790418353
-0.5851455830529876,0.4054998191095063,-0.9129123917863065,0.28577051538568377,0.2465101355674034,-0.6936925408705513,1.034425752412138,-0.04684464674212658,-0.698229626901877,-0.4180667236339344
-0.09590113100474157,2.2057008194019807,-0.9129123917863065,0.28577051538568377,0.2465101355674034,-0.6936925408705513,0.07591628023947297,0.0336996954071814,-0.6565589567531582,-0.4180667236339344
